,id,first_name,height_feet,height_inches,last_name,position,weight_pounds,abbreviation,city,conference,division,full_name,name
3980,46409050,Charles,,,Kupec,,,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
3981,46399705,George,,,H.,,,WAS,Washington,East,Southeast,Washington Wizards,Wizards
3982,46413079,Dennis,,,Boyd,,,DET,Detroit,East,Central,Detroit Pistons,Pistons
3983,46400724,Howie,,,Montgomery,,,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
3984,46413080,Ray,,,Epps,,,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
3985,46413081,Otis,,,Howard,,,DET,Detroit,East,Central,Detroit Pistons,Pistons
3986,46413082,Greg,,,Bunch,,,NYK,New York,East,Atlantic,New York Knicks,Knicks
3987,46405376,George,,,Reynolds,,,DET,Detroit,East,Central,Detroit Pistons,Pistons
3988,46405379,John,,,Arthurs,,,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
3989,46405384,Dave,,,Scholz,,,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
3990,46405385,Johnny,,,Baum,,,CHI,Chicago,East,Central,Chicago Bulls,Bulls
3991,46405386,Bobby,,,Washington,,,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
3992,46405395,Jeff,,,Webb,,,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
3993,46400725,Dave,,,Fedor,,,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
3994,46400726,Jeff,,,Slade,,,WAS,Washington,East,Southeast,Washington Wizards,Wizards
3995,46400727,Danny,,,Doyle,,,DET,Detroit,East,Central,Detroit Pistons,Pistons
3996,46400728,Ralph,,,Wells,,,WAS,Washington,East,Southeast,Washington Wizards,Wizards
3997,46400729,Dave,,,Gunther,,,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
3998,46400730,Gary,,,Hill,,,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
3999,46405399,George,,,Johnson,,,WAS,Washington,East,Southeast,Washington Wizards,Wizards
4000,46405400,Gary,,,Zeller,,,WAS,Washington,East,Southeast,Washington Wizards,Wizards
4001,46400731,Rod,,,Thorn,,,WAS,Washington,East,Southeast,Washington Wizards,Wizards
4002,46400732,Don,,,Kojis,,,WAS,Washington,East,Southeast,Washington Wizards,Wizards
4003,46400733,Gus,,,Johnson,,,WAS,Washington,East,Southeast,Washington Wizards,Wizards
4004,46400734,Larry,,,Siegfried,,,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
4005,46400735,Nate,,,Thurmond,,,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
4006,46400736,Reggie,,,Harding,,,DET,Detroit,East,Central,Detroit Pistons,Pistons
4007,46400737,Ken,,,Rohloff,,,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
4008,46400738,Gerry,,,Ward,,,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
4009,46405431,Ernie,,,Killum,,,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
4010,46405434,Greg,,,Fillmore,,,NYK,New York,East,Atlantic,New York Knicks,Knicks
4011,46405460,Ralph,,,Ogden,,,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
4012,46406454,Gary,,,Suiter,,,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
4013,17896017,Matt,,,Ryan,F,,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
4014,17896021,Jeremiah,,,Robinson-Earl,F,,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
4015,17896023,Josh,,,Christopher,G,,HOU,Houston,West,Southwest,Houston Rockets,Rockets
4016,17896024,Herbert,,,Jones,F,,NOP,New Orleans,West,Southwest,New Orleans Pelicans,Pelicans
4017,38017620,Ochai,,,Agbaji,G,,UTA,Utah,West,Northwest,Utah Jazz,Jazz
4018,17896030,Chris,,,Duarte,G,,IND,Indiana,East,Central,Indiana Pacers,Pacers
4019,17896031,Nah'Shon,,,Hyland,G,,LAC,LA,West,Pacific,LA Clippers,Clippers
4020,17896032,Kai,,,Jones,F-C,,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
4021,17896033,Miles,,,McBride,G,,NYK,New York,East,Atlantic,New York Knicks,Knicks
4022,17553992,Moses,,,Moody,G,,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
4023,17896035,Isaiah,,,Jackson,F,,IND,Indiana,East,Central,Indiana Pacers,Pacers
4024,17896070,Usman,,,Garuba,F,,HOU,Houston,West,Southwest,Houston Rockets,Rockets
4025,46405402,Marv,,,Winkler,,,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
4026,17896071,Isaiah,,,Livers,F,,DET,Detroit,East,Central,Detroit Pistons,Pistons
4027,46400739,Eddie,,,Miles,,,DET,Detroit,East,Central,Detroit Pistons,Pistons
4028,46400740,Jim,,,King,,,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
4029,46400741,Art,,,Heyman,,,NYK,New York,East,Atlantic,New York Knicks,Knicks
4030,46400742,Tom,,,Hoover,,,NYK,New York,East,Atlantic,New York Knicks,Knicks
4031,46400743,Jay,,,Arnette,,,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
4032,46400744,Jerry,,,Lucas,,,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
4033,46400745,Tom,,,Thacker,,,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
4034,46400746,Larry,,,Comley,,,WAS,Washington,East,Southeast,Washington Wizards,Wizards
4035,46400747,Mel,,,Gibson,,,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
4036,17896073,Jalen,,,Suggs,G,,ORL,Orlando,East,Southeast,Orlando Magic,Magic
4037,666463,Jarrell,,,Brantley,F,,UTA,Utah,West,Northwest,Utah Jazz,Jazz
4038,17896075,Cade,,,Cunningham,G-F,,DET,Detroit,East,Central,Detroit Pistons,Pistons
4039,46406956,Edward,,,Davis,,,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
4040,46406958,Fred,,,Boyd,,,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
4041,46406961,Bernie,,,Fryer,,,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
4042,46406962,Isaac,,,Stallworth,,,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
4043,46406963,Larry,,,Cannon,,,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
4044,46406964,Charlie,,,Johnson,,,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
4045,46406965,Vester,,,Marshall,,,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
4046,46406966,Gary,,,Melchionni,,,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
4047,46404324,Jim,,,Reid,,,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
4048,46404325,Ken,,,Wilburn,,,CHI,Chicago,East,Central,Chicago Bulls,Bulls
4049,46404326,Jim,,,Burns,,,CHI,Chicago,East,Central,Chicago Bulls,Bulls
4050,46404327,Jim,,,Caldwell,,,NYK,New York,East,Atlantic,New York Knicks,Knicks
4051,46406967,Bill,,,Chamberlain,,,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
4052,46406968,Lloyd,,,Neal,,,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
4053,46406969,Slick,,,Watts,,,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
4054,46406970,Derrek,,,Dickey,,,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
4055,422,Ish,6.0,0.0,Smith,G,175.0,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
4056,46404328,Al,,,Jackson,,,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
4057,46404329,George,,,Carter,,,DET,Detroit,East,Central,Detroit Pistons,Pistons
4058,46404330,Eldo,,,Garrett,,,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
4059,46404331,Mike,,,Riordan,,,NYK,New York,East,Atlantic,New York Knicks,Knicks
4060,46404354,Bill,,,Hewitt,,,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
4061,46405377,Charlie,,,Paulk,,,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
4062,46405378,Doug,,,Sims,,,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
4063,46405380,Dwight,,,Waller,,,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
4064,46405381,Ed,,,Biedenbach,,,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
4065,46405382,Rod,,,Knowles,,,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
4066,46405383,Cliff,,,Williams,,,DET,Detroit,East,Central,Detroit Pistons,Pistons
4067,46405387,Geoff,,,Petrie,,,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
4068,46405390,Dave,,,Sorenson,,,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
4069,46405392,Ron,,,Knight,,,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
4070,46405393,Larry,,,Mikan,,,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
4071,46405398,Joe,,,Cooke,,,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
4072,46405405,Greg,,,Howard,,,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
4073,46405412,Jimmy,,,Collins,,,CHI,Chicago,East,Central,Chicago Bulls,Bulls
4074,46406971,Larue,,,Martin,,,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
4075,46406973,Mark,,,Sibley,,,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
4076,46405955,Milt,,,Williams,,,NYK,New York,East,Atlantic,New York Knicks,Knicks
4077,666908,Max,,,Strus,G,,MIA,Miami,East,Southeast,Miami Heat,Heat
4078,46405413,Harvey,,,Marlatt,,,DET,Detroit,East,Central,Detroit Pistons,Pistons
4079,46405414,Mike,,,Price,,,NYK,New York,East,Atlantic,New York Knicks,Knicks
4080,46405418,Joe,,,Thomas,,,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
4081,46405419,Fred,,,Taylor,,,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
4082,46405424,Rex,,,Morgan,,,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
4083,46405426,Levi,,,Fontaine,,,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
4084,46405428,Tom,,,Black,,,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
4085,46405429,Paul,,,Ruffner,,,CHI,Chicago,East,Central,Chicago Bulls,Bulls
4086,46405430,Gary,,,Freeman,,,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
4087,46405432,Garfield,,,Smith,,,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
4088,46405436,Thomas,,,Barr,,,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
4089,46405439,Willie,,,Williams,,,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
4090,46405440,Walt,,,Gilmore,,,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
4091,46405442,Greg,,,Hyder,,,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
4092,206,Juancho,6.0,9.0,Hernangomez,F,230.0,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors
4093,46405445,Bob,,,Arnzen,,,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
4094,666860,Cameron,,,Reddish,F-G,,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
4095,46406974,Bob,,,Verga,,,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
4096,46406978,Tom,,,Ingelsby,,,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
4097,46406980,Mike,,,Macaluso,,,LAC,LA,West,Pacific,LA Clippers,Clippers
4098,46406982,Steve,,,Bracey,,,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
4099,46406984,Rowland,,,Garrett,,,CHI,Chicago,East,Central,Chicago Bulls,Bulls
4100,46406985,Ron,,,Riley,,,HOU,Houston,West,Southwest,Houston Rockets,Rockets
4101,46406986,Ed,,,Ratleff,,,HOU,Houston,West,Southwest,Houston Rockets,Rockets
4102,46406988,Jim,,,Price,,,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
4103,46406992,Tom,,,Kozelko,,,WAS,Washington,East,Southeast,Washington Wizards,Wizards
4104,46406993,Steve,,,Downing,,,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
4105,46406994,Mike,,,D'Antoni,,,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
4106,46406997,Larry,,,McNeill,,,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
4107,46406998,Luke,,,Witte,,,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
4108,46406999,Emanuel,,,Leaks,,,WAS,Washington,East,Southeast,Washington Wizards,Wizards
4109,46407001,Nate,,,Hawthorne,,,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
4110,46407003,Louie,,,Nelson,,,WAS,Washington,East,Southeast,Washington Wizards,Wizards
4111,46407004,Ernie,,,DiGregorio,,,LAC,LA,West,Pacific,LA Clippers,Clippers
4112,46407005,E.C.,,,Coleman,,,HOU,Houston,West,Southwest,Houston Rockets,Rockets
4113,60,Tony,6.0,10.0,Bradley,C,248.0,CHI,Chicago,East,Central,Chicago Bulls,Bulls
4114,46407007,Ben,,,Kelso,,,DET,Detroit,East,Central,Detroit Pistons,Pistons
4115,46407011,Rod,,,Freeman,,,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
4116,46407013,Tom,,,Riker,,,NYK,New York,East,Atlantic,New York Knicks,Knicks
4117,17896076,Evan,,,Mobley,F-C,,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
4118,17896078,Aaron,,,Wiggins,G,,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
4119,38017662,Isaiah,,,Mobley,F,,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
4120,38017663,E.J.,,,Liddell,F,,NOP,New Orleans,West,Southwest,New Orleans Pelicans,Pelicans
4121,46405454,Herb,,,White,,,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
4122,46405455,Claude,,,English,,,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
4123,46405456,Mike,,,Silliman,,,LAC,LA,West,Pacific,LA Clippers,Clippers
4124,58,Chris,6.0,10.0,Boucher,F,200.0,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors
4125,439,Daniel,6.0,8.0,Theis,F,243.0,IND,Indiana,East,Central,Indiana Pacers,Pacers
4126,257,Maxi,6.0,11.0,Kleber,F,240.0,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
4127,46404332,Harry,,,Barnes,,,HOU,Houston,West,Southwest,Houston Rockets,Rockets
4128,46404333,Rich,,,Johnson,,,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
4129,46404334,Stu,,,Lantz,,,HOU,Houston,West,Southwest,Houston Rockets,Rockets
4130,46404340,Shaler,,,Halimon,,,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
4131,46404346,Rick,,,Adelman,,,HOU,Houston,West,Southwest,Houston Rockets,Rockets
4132,46404347,Fred,,,Foster,,,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
4133,46404349,Pat,,,Frink,,,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
4134,46404351,Gary,,,Gregor,,,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
4135,46404357,Dick,,,Cunningham,,,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
4136,46404363,Loy,,,Petersen,,,CHI,Chicago,East,Central,Chicago Bulls,Bulls
4137,46404369,Barry,,,Orms,,,WAS,Washington,East,Southeast,Washington Wizards,Wizards
4138,46404374,Jay,,,Carty,,,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
4139,46406957,Paul,,,McCracken,,,HOU,Houston,West,Southwest,Houston Rockets,Rockets
4140,46404377,Bob,,,Kauffman,,,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
4141,46406972,Paul,,,Stovall,,,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
4142,46406975,Scott,,,English,,,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
4143,46406976,John,,,Brisker,,,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
4144,46406977,Charles,,,Dudley,,,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
4145,46406979,Double,,,D,,,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
4146,110,Torrey,6.0,7.0,Craig,F,215.0,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
4147,8,Grayson,6.0,5.0,Allen,G,198.0,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
4148,3547095,Udoka,,,Azubuike,C-F,,UTA,Utah,West,Northwest,Utah Jazz,Jazz
4149,46404380,Rich,,,Niemann,,,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
4150,46404381,Bob,,,Allen,,,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
4151,46404382,Skip,,,Harlicka,,,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
4152,24,Marvin,6.0,11.0,Bagley III,F,234.0,DET,Detroit,East,Central,Detroit Pistons,Pistons
4153,28,Mo,7.0,0.0,Bamba,C,221.0,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
4154,68,Troy,6.0,7.0,Brown Jr.,F,215.0,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
4155,73,Jalen,6.0,3.0,Brunson,G,190.0,NYK,New York,East,Atlantic,New York Knicks,Knicks
4156,87,Jevon,6.0,2.0,Carter,G,196.0,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
4157,85,Wendell,6.0,10.0,Carter Jr.,F,255.0,ORL,Orlando,East,Southeast,Orlando Magic,Magic
4158,128,Hamidou,6.0,5.0,Diallo,G,198.0,DET,Detroit,East,Central,Detroit Pistons,Pistons
4159,131,Donte,6.0,4.0,DiVincenzo,G,203.0,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
4160,666564,Bruno,,,Fernando,F,,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
4161,175,Shai,6.0,6.0,Gilgeous-Alexander,G,181.0,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
4162,180,Devonte',6.0,2.0,Graham,G,185.0,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
4163,213,Aaron,6.0,1.0,Holiday,G,185.0,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
4164,221,Kevin,6.0,7.0,Huerter,G,190.0,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
4165,46429879,Ryan,,,Robertson,,,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
4166,666468,Oshae,,,Brissett,F,,IND,Indiana,East,Central,Indiana Pacers,Pacers
4167,666530,Terence,,,Davis,G,,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
4168,46406981,Joby,,,Wright,,,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
4169,46406983,Eric,,,McWilliams,,,HOU,Houston,West,Southwest,Houston Rockets,Rockets
4170,46406987,Chuck,,,Terry,,,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
4171,46406990,Frank,,,Russell,,,CHI,Chicago,East,Central,Chicago Bulls,Bulls
4172,46406995,Bob,,,Nash,,,DET,Detroit,East,Central,Detroit Pistons,Pistons
4173,46407000,Justus,,,Thigpen,,,DET,Detroit,East,Central,Detroit Pistons,Pistons
4174,46407002,John,,,Tschogl,,,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
4175,46407008,Frank,,,Schade,,,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
4176,46407009,Mike,,,Ratliff,,,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
4177,46407010,Tommy,,,Patterson,,,WAS,Washington,East,Southeast,Washington Wizards,Wizards
4178,476,Robert,6.0,10.0,Williams III,C-F,240.0,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
4179,397,Duncan,6.0,8.0,Robinson,F,210.0,MIA,Miami,East,Southeast,Miami Heat,Heat
4180,50927,Kendrick,,,Nunn,G,,WAS,Washington,East,Southeast,Washington Wizards,Wizards
4181,470,Yuta,6.0,9.0,Watanabe,G,205.0,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
4182,46407012,Bob,,,Davis,,,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
4183,17896022,Brandon,,,Boston Jr.,G,,LAC,LA,West,Pacific,LA Clippers,Clippers
4184,46405388,Jim,,,McMillian,,,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
4185,46405394,Eddie,,,Mast,,,NYK,New York,East,Atlantic,New York Knicks,Knicks
4186,46405437,Curtis,,,Perry,,,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
4187,46406959,Phil,,,Hankinson,,,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
4188,46404350,Carlos,,,Ogden,,,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
4189,46404352,Bob,,,Portman,,,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
4190,46404353,Tom,,,Boerwinkle,,,CHI,Chicago,East,Central,Chicago Bulls,Bulls
4191,46404355,Greg,,,Smith,,,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
4192,46404356,Art,,,Harris,,,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
4193,46404358,Al,,,Hairston,,,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
4194,46404359,Bernie,,,Williams,,,HOU,Houston,West,Southwest,Houston Rockets,Rockets
4195,46404360,Otto,,,Moore,,,DET,Detroit,East,Central,Detroit Pistons,Pistons
4196,46404361,Dale,,,Schlueter,,,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
4197,46404362,Dave,,,Newmark,,,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
4198,46404364,Bob,,,Greacen,,,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
4199,46404365,Steve,,,Kuberski,,,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
4200,46404366,Butch,,,Beard,,,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
4201,46404367,Lamar,,,Green,,,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
4202,46406960,Russell,,,Lee,,,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
4203,46406989,Mel,,,Davis,,,NYK,New York,East,Atlantic,New York Knicks,Knicks
4204,46406991,Harthorne,,,Wingo,,,NYK,New York,East,Atlantic,New York Knicks,Knicks
4205,46407006,Ken,,,Charles,,,LAC,LA,West,Pacific,LA Clippers,Clippers
4206,46429880,Makhtar,,,N'diaye,,,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies
4207,285,Kevin,6.0,10.0,Love,F-C,251.0,MIA,Miami,East,Southeast,Miami Heat,Heat
4208,261,Luke,7.0,1.0,Kornet,F-C,250.0,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
4209,3547280,Jay,,,Scrubb,G,,ORL,Orlando,East,Southeast,Orlando Magic,Magic
4210,18677954,Jared,,,Butler,G,,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
4211,3547287,Desmond,,,Bane,G,,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies
4212,17895966,Jalen,,,Green,G,,HOU,Houston,West,Southwest,Houston Rockets,Rockets
4213,17895967,Isaiah,,,Todd,F,,WAS,Washington,East,Southeast,Washington Wizards,Wizards
4214,3547295,Nathan,,,Knight,F-C,,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
4215,7155648,Anthony,,,Lamb,F,,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
4216,3547298,Saben,,,Lee,G,,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
4217,46404877,Luke,,,Rackley,,,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
4218,46405389,Dean,,,Meminger,,,NYK,New York,East,Atlantic,New York Knicks,Knicks
4219,46405391,John,,,Vallely,,,HOU,Houston,West,Southwest,Houston Rockets,Rockets
4220,46405396,Rich,,,Rinaldi,,,WAS,Washington,East,Southeast,Washington Wizards,Wizards
4221,46405397,Curtis,,,Rowe,,,DET,Detroit,East,Central,Detroit Pistons,Pistons
4222,46405401,John,,,Hummer,,,LAC,LA,West,Pacific,LA Clippers,Clippers
4223,46405403,Isaiah,,,Wilson,,,DET,Detroit,East,Central,Detroit Pistons,Pistons
4224,46405404,Pete,,,Cross,,,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
4225,46404368,Lee,,,Winfield,,,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
4226,46404370,Lucius,,,Allen,,,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
4227,46404372,Ron,,,Williams,,,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
4228,46404373,Neal,,,Walk,,,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
4229,46404375,Wally,,,Anderzunas,,,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
4230,46404376,Norm,,,Van,,,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
4231,46404378,Brian,,,Heaney,,,WAS,Washington,East,Southeast,Washington Wizards,Wizards
4232,46404379,Fred,,,Carter,,,WAS,Washington,East,Southeast,Washington Wizards,Wizards
4233,46405406,Tom,,,Payne,,,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
4234,46405407,Jake,,,Ford,,,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
4235,46405408,Dave,,,Wohl,,,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
4236,46405409,Nate,,,Williams,,,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
4237,46405410,Jim,,,Marsh,,,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
4238,46405411,Al,,,Henry,,,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
4239,46404335,Joe,,,Kennedy,,,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
4240,46404336,Bob,,,Quick,,,DET,Detroit,East,Central,Detroit Pistons,Pistons
4241,46404343,Connie,,,Hawkins,,,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
4242,46404344,John,,,Trapp,,,HOU,Houston,West,Southwest,Houston Rockets,Rockets
4243,46404345,Zaid,,,Abdul-Aziz,,,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
4244,46404348,Sam,,,Williams,,,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
4245,46405415,Clarence,,,Glover,,,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
4246,46405416,Stan,,,Love,,,WAS,Washington,East,Southeast,Washington Wizards,Wizards
4247,46405417,Terry,,,Driscoll,,,WAS,Washington,East,Southeast,Washington Wizards,Wizards
4248,46405420,Don,,,Adams,,,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
4249,46405421,Cornell,,,Warner,,,LAC,LA,West,Pacific,LA Clippers,Clippers
4250,46405422,Dick,,,Gibbs,,,HOU,Houston,West,Southwest,Houston Rockets,Rockets
